303678,0,5.0,1158019200
477263,0,5.0,991526400
283133,0,5.0,1058140800
214912,0,5.0,1059523200
338504,0,3.0,959385600
304490,0,5.0,1040428800
266681,0,5.0,1052697600
99977,0,4.0,1360454400
15689,0,5.0,1375142400
164316,0,5.0,1108425600
296784,0,5.0,958867200
415061,0,5.0,995328000
143342,0,5.0,1123459200
35227,0,4.0,1261094400
23474,0,5.0,1044921600
474642,0,5.0,971827200
9775,2,5.0,1354665600
165219,2,5.0,1211846400
76622,3,4.0,1106870400
113276,3,5.0,1190937600
127160,3,4.0,1017014400
350518,3,5.0,1055116800
148765,3,5.0,1391126400
74851,3,3.0,996278400
448302,3,5.0,959731200
117317,3,1.0,1146182400
70181,3,3.0,1226793600
14724,3,5.0,1096070400
348084,3,3.0,1172620800
390229,3,4.0,1071100800
402393,3,5.0,1252627200
367721,4,5.0,950227200
258685,4,5.0,1386288000
177374,4,5.0,979430400
442281,4,5.0,1068508800
41926,4,5.0,1009756800
144591,4,5.0,1104796800
55645,4,4.0,1358035200
402978,4,5.0,1122076800
442798,4,5.0,1349913600
356189,4,5.0,1076630400
15689,4,5.0,1366675200
453058,4,5.0,1213833600
164316,4,5.0,1038355200
152002,4,5.0,1117756800
369707,4,4.0,1202774400
442150,4,5.0,1150243200
123886,4,5.0,1269475200
97124,4,4.0,1058832000
231888,4,5.0,1235001600
106134,4,5.0,1376697600
40697,4,5.0,959212800
231419,4,5.0,1165708800
372129,4,5.0,1014681600
108668,4,5.0,1371772800
54574,4,4.0,1296086400
136528,4,5.0,1294358400
226561,4,5.0,1393459200
119673,4,5.0,1167696000
140206,4,5.0,1368230400
86868,4,5.0,1237766400
424192,4,5.0,967248000
267917,4,5.0,1130544000
325444,4,5.0,1067212800
353280,4,5.0,1051228800
406479,4,5.0,1134691200
369580,4,5.0,1117843200
136555,5,1.0,1125273600
315888,5,5.0,1321056000
144816,5,5.0,1060732800
65410,5,5.0,1107216000
18362,5,5.0,1127779200
309198,5,5.0,1399766400
258385,5,5.0,1124496000
37182,5,5.0,1059264000
229659,5,4.0,1243036800
234414,5,5.0,1076198400
198107,5,5.0,1153699200
80890,5,5.0,1019779200
283133,5,3.0,1141603200
276973,5,5.0,976838400
309644,5,5.0,1136419200
434066,5,5.0,1107388800
261607,5,5.0,1082160000
152697,5,5.0,994204800
31892,5,5.0,988416000
98516,5,5.0,1176163200
31991,5,5.0,952300800
476058,5,5.0,1004659200
359543,5,5.0,1371081600
365015,5,3.0,1285891200
381751,5,5.0,1285459200
297056,5,5.0,1398643200
12405,5,5.0,1096675200
469230,5,5.0,994032000
475018,5,5.0,972000000
150253,5,3.0,1172016000
169642,5,4.0,1334880000
167760,5,5.0,999648000
189742,5,2.0,979948800
194391,5,3.0,1157500800
416755,5,5.0,954720000
473611,5,5.0,1111104000
67471,5,5.0,1078704000
214545,5,5.0,1208563200
137355,5,5.0,1073174400
133153,5,5.0,1060214400
10133,5,5.0,1322179200
302394,5,4.0,1139356800
58834,5,5.0,995500800
187731,5,5.0,994377600
275570,5,5.0,1023321600
252859,5,4.0,1161907200
103949,5,5.0,1323648000
192434,5,5.0,1107734400
145790,5,5.0,988848000
354778,5,4.0,1117843200
301125,5,5.0,1110326400
12499,5,5.0,957744000
403196,5,5.0,1170028800
86029,5,3.0,998438400
63217,5,5.0,1073520000
210108,5,5.0,1126915200
453058,5,5.0,1190851200
164316,5,5.0,1130630400
439709,5,5.0,1143417600
328897,5,5.0,1006300800
414288,5,5.0,1184371200
30267,5,5.0,1109808000
345488,5,4.0,1072051200
116861,5,5.0,1003536000
270662,5,3.0,1207440000
81892,5,3.0,955238400
234686,5,5.0,1214006400
263575,5,4.0,1272153600
443821,5,5.0,1224374400
58609,5,5.0,987120000
237894,5,5.0,1096502400
100309,5,5.0,993081600
63670,5,5.0,998697600
347521,5,5.0,1080777600
311493,5,5.0,1007856000
131239,5,5.0,1326499200
229102,5,3.0,1030665600
12857,5,5.0,1192665600
223135,5,5.0,1170201600
288905,5,5.0,1307232000
365395,5,5.0,1232841600
351038,5,5.0,1177286400
119890,5,5.0,1122768000
455905,5,5.0,1241136000
32445,5,5.0,1306627200
284718,5,5.0,1112054400
65539,5,5.0,958089600
412866,5,5.0,956966400
445793,5,5.0,1239408000
369580,5,4.0,1023667200
139460,5,5.0,994464000
152697,6,5.0,994809600
359112,6,5.0,1369440000
314375,6,4.0,1062028800
169642,6,3.0,1131235200
373295,6,5.0,1029456000
382292,6,3.0,1238976000
453058,6,5.0,1185667200
162464,6,5.0,1402704000
222285,6,5.0,1182124800
210866,6,5.0,1395619200
189720,6,5.0,1046649600
176250,6,4.0,1239580800
252261,6,5.0,900460800
74226,6,5.0,1352332800
282086,6,5.0,973123200
139405,7,5.0,1186704000
75603,10,5.0,1178064000
105282,10,5.0,1364860800
330498,10,5.0,1330387200
259601,10,5.0,1041379200
233835,33,5.0,949017600
153492,33,5.0,1052870400
275738,33,4.0,1088121600
232552,33,5.0,1081468800
233835,35,5.0,958953600
153492,35,5.0,1157760000
275738,35,5.0,1088121600
232552,35,5.0,1072051200
